-3.402679280635435011e-01 5.339455705082308407e-02 -3.584488270333216486e-01 3.699981385825630298e-01 4.665352850395332873e-01 -8.735858501789459801e-03 8.022766907921206891e-02 -8.453184611099641421e-02 -2.653881693199922065e-01 -1.249029089039365020e-01 -2.043151538644642773e-01 1.384545565670864675e-01
5.163906981967452126e-01 1.693972752320871966e-01 4.318265810745492983e-01 -4.775310212472354543e-01 9.037550029013324826e-02 4.579354056954144242e-02 -1.574161613877856358e-01 1.841688454603203906e-01 -1.899268440109533607e-01 -6.513941784606597230e-02 2.369051890849655784e-01 1.608011096033662435e-01
-3.432474945972355945e-02 -2.475829241597258742e-02 3.614246490555191038e-02 -2.934275213187440695e-02 -1.099480258326385185e-01 -3.032084067338824962e-01 -1.276792420872580047e-01 -1.705420042234051248e-01 2.692313528681842261e-01 3.334369619192608658e-01 -2.920671452261303438e-02 8.365252088213832871e-02
-9.291934242722282855e-02 2.500487725868655864e-01 9.511114359656713813e-02 -4.279552302675931202e-02 -4.007024472115252034e-01 -9.989073113933406856e-02 2.014502326565440482e-01 2.125177196777658373e-01 -2.799428697904328134e-01 -3.243503575233439573e-01 -2.111989456260053855e-01 1.701511542747658479e-01
-2.513108086322879409e-01 7.154005484024693329e-02 -1.648978047479778553e-01 5.103181495652606703e-01 -2.339469710438727978e-01 5.585646770029978336e-02 -2.575507215587672372e-01 1.874437561062610169e-01 -1.359935080436881598e-02 -2.611559346513233071e-01 4.521313294177450315e-01 -1.429958557104495376e-01
3.956040661822403381e-02 -2.506868521687606322e-01 -6.090196673813644823e-01 1.091105009603976356e-01 -5.474669687364553949e-01 3.274873759788626826e-01 2.290885066199606634e-01 1.656654097134943604e-01 2.116629220332022221e-01 1.074537976314190318e-02 -4.730591438143199046e-01 -3.236862208469831748e-01
-8.628930540360851831e-02 -3.949883346344547630e-01 -3.459101150672704850e-01 1.932821440633978108e-02 -6.636934114469107693e-02 -3.825992393701048155e-01 -1.839477333370451717e-01 3.207689884099361455e-02 2.407039706339257068e-01 2.578790625124701141e-01 -3.977152687481537718e-01 2.946827197613267613e-01
2.110727588476916106e-01 8.152138240584333451e-02 2.074552543475347288e-01 -7.396755244116026695e-02 -2.999054871403877831e-01 2.550075509061439094e-01 1.174328732610962628e-01 -2.422189473951656680e-01 1.766319064868931143e-01 6.790923455579218615e-01 -2.552028590292786947e-01 -3.585164969323997863e-01
1.960101663754108547e-01 1.052451203990077966e-01 9.411764528867200275e-02 2.564281919359693851e-01 -1.552304635518093334e-01 -1.306052586352574041e-02 -4.727547735750570884e-02 -1.985778932685428322e-01 1.530320447089022172e-02 -1.303796896828677832e-01 6.903574186975650617e-01 4.150461653550645280e-02
1.945634031378427886e-01 1.364129173616849544e-01 8.272696701579496104e-02 7.116477482177087366e-02 1.596416958959187837e-01 1.707005585573705964e-01 -3.691438014002398349e-01 4.283589398494184741e-01 -4.383479980094047157e-01 4.077843140390349785e-01 -1.875684347332209900e-01 5.195560818166706368e-02
5.306863960049987283e-02 2.272383560082665843e-01 2.019501511192907661e-01 -3.067534541843272566e-01 2.825635256264573125e-01 -4.589209791521018517e-02 -3.575964958580570285e-01 3.051565759222268914e-01 1.661366144446041471e-01 3.268855445758911404e-01 2.488592455573271911e-01 1.657314571626991029e-01
2.678885619145979918e-02 -7.470014723747578356e-02 -1.708056317994755269e-01 -3.234415659928778219e-01 -5.253711164287768604e-02 2.409617985228012793e-01 -1.015519404399984615e-01 -2.019704346231557812e-01 4.845542855240621283e-02 7.917991134027710376e-02 7.732908408825632518e-02 1.826357614500267179e-01
-6.642320314786151481e-02 1.569704189504815273e-01 -2.100399970947250949e-01 7.712034891759523836e-01 -2.494052131412121120e-01 2.529793938781371015e-02 5.465216006226867457e-02 5.384704902478124056e-02 2.690897293851056138e-01 1.300687893246074145e-01 6.950901592710780064e-02 2.026097661643360137e-01
2.041878851534856820e-01 -4.373941714132839609e-01 4.200162067912723528e-03 3.052923743958392278e-01 2.095743904934573298e-01 -2.766220831789795720e-01 9.377901601245108854e-02 1.233305835780845461e-01 -3.273289339905702255e-01 4.482061073950107111e-01 1.202051429355731615e-01 6.788539693255866460e-03
-6.679949780021017525e-02 5.703938964067626488e-02 1.161935002156661706e-01 5.471049560802790923e-01 -3.858708490781587175e-01 2.045743500449522523e-01 -8.606623681757788469e-02 -5.765567120440572534e-03 -4.161137155481022809e-01 -1.831193351356333876e-01 -1.820116221009296931e-01 1.046793224253660115e-01
-3.544171656310744489e-01 1.113112958896026738e-01 3.192430654112035082e-01 7.828110317053263087e-03 3.238057622374118649e-01 2.957058449989160426e-02 2.555181660659305298e-01 -4.461646530693871293e-01 -7.929290357048477400e-01 -1.965145001957159521e-02 -4.264858560901908791e-02 -2.475359564488719133e-01
8.531712131668033050e-02 -2.999587618466984518e-01 6.031331412975666703e-03 -3.840207555404218098e-02 3.188327354728868746e-01 -1.662252980599183416e-01 2.247223769885730860e-01 -2.672154440928820041e-01 -3.927377414561930569e-02 -1.253304641677303044e-01 -3.352958583932141301e-01 4.915692306051615001e-01
-4.431707126474689895e-01 1.435903224545335630e-02 -5.687865139621475080e-02 1.730299501822653296e-01 -4.866743309975672949e-01 -1.330588589972731516e-02 -1.034641402179947850e-01 -1.364934106182670581e-01 1.073929347185201971e-01 -2.994329651768381506e-01 -5.563334278004976319e-02 -2.767972221252525400e-01
-1.019909255513243990e-01 -6.369917048980895669e-02 4.166399829632527751e-02 -1.123318333517587808e-01 -2.824829912854236874e-02 -2.854478527524768605e-01 2.876938244347795881e-01 4.244924864782409490e-01 -2.015925293595353107e-01 -3.922287101303920109e-01 -7.449435193369542685e-02 -4.485182398930043779e-01
-1.644776851204265145e-01 -9.688879586781681819e-02 -1.981731039989005627e-01 -1.883886140138332776e-01 1.103276372043190262e-01 8.034043092474778269e-02 -2.869935056878297197e-01 -5.275743211842149477e-02 2.421073630620798889e-01 -9.264160416885377364e-03 -2.899411266264070516e-02 2.693545794835558449e-01
2.733642695573234530e-03 2.204287827202210670e-01 -3.828626569680858571e-01 7.447625327209454749e-02 1.925751805472145084e-01 1.657844495464625978e-01 -2.311033735064699744e-03 1.157998404632804290e-01 2.355755030685704673e-02 3.565007610709882147e-01 5.349218861419142296e-02 1.124062242320517518e-01
-4.094377918266899896e-01 3.557615506145427875e-01 2.316476857645605181e-01 -2.335451251754953189e-02 -4.836126464416791726e-01 -2.050463593787783811e-02 5.563497157506254176e-01 7.892517000340792954e-02 -2.696005089846570391e-01 1.970751396495983576e-01 5.773241333966393496e-01 2.529693876464029767e-01
2.573125341545666189e-01 2.399605377473603696e-01 -1.677219683095610148e-01 7.242563404078006771e-03 -9.465949441113764851e-02 1.350120306982366680e-01 1.616841566399480901e-01 1.735345198389243448e-01 -4.967469239899929834e-02 -1.808232909125689347e-01 -4.478178167213946875e-02 2.673113206472037540e-01
5.472316308633010107e-02 2.016188392190617629e-01 -2.877718913455050709e-01 -2.094896800352163413e-01 4.935170921982231888e-03 3.882003303304635070e-03 2.503469997727193475e-01 6.555654827423615938e-01 -3.399910359737338128e-01 3.003685336382497673e-03 1.324127888139073062e-01 1.476326232899424495e-01
-9.553677930413712049e-02 1.383519395738073421e-01 -3.441545557011470580e-01 -7.131957628381037362e-02 -3.871579563473098728e-01 -2.943409165240615244e-01 -4.869042081542566680e-01 2.815519455608529453e-01 -4.565216985196366428e-01 -6.029712157193408695e-01 -5.906812461995726571e-02 4.309708285029874471e-03
-4.227604179628638992e-01 1.338849468179499624e-01 -2.517843939814451426e-01 1.995165755439067268e-01 -2.471470211440351950e-01 9.240902864053641974e-02 4.095631392325408404e-01 4.245367973988744582e-03 -2.327333249337084076e-01 -7.638283758746020058e-02 -1.094524522497532931e-01 7.621596849388329042e-02
